website	day	month	year	country	fullPageUrl
dgidb.org - GA4	01	01	2025	Japan	dgidb.org/interactions/5927742b-6d52-4f2f-831f-2db5e5e6ac9c
dgidb.org - GA4	01	01	2025	Japan	dgidb.org/interactions/edc5e143-3787-4962-8e33-a2f9b7faa2b6
dgidb.org - GA4	01	01	2025	Japan	dgidb.org/interactions/f9d41773-5775-4301-8117-f7b0f02dc636
dgidb.org - GA4	01	01	2025	Japan	dgidb.org/results?searchType=gene&searchTerms=ATM
dgidb.org - GA4	01	01	2025	Morocco	dgidb.org/genes/hgnc:2595
dgidb.org - GA4	01	01	2025	Oman	dgidb.org/
dgidb.org - GA4	01	01	2025	Oman	dgidb.org/genes/hgnc:5992
dgidb.org - GA4	01	01	2025	Oman	dgidb.org/results?searchType=gene&searchTerms=IL-1b
dgidb.org - GA4	01	01	2025	Pakistan	dgidb.org/
dgidb.org - GA4	01	01	2025	Pakistan	dgidb.org/results?searchType=gene&searchTerms=FLT1%2CFLT2%2CFLT3%2CSTK1%2CMM1%2CAQP1%2CLOC100508755%2CFAKE1
dgidb.org - GA4	01	01	2025	Saudi Arabia	dgidb.org/
dgidb.org - GA4	01	01	2025	Saudi Arabia	dgidb.org/about
dgidb.org - GA4	01	01	2025	Saudi Arabia	dgidb.org/results?searchType=gene&searchTerms=BRCA2
dgidb.org - GA4	01	01	2025	Singapore	dgidb.org/
dgidb.org - GA4	01	01	2025	Singapore	dgidb.org/drugs/rxcui:1366567
dgidb.org - GA4	01	01	2025	Singapore	dgidb.org/drugs/rxcui:1746906
dgidb.org - GA4	01	01	2025	Singapore	dgidb.org/drugs/rxcui:5499
dgidb.org - GA4	01	01	2025	Singapore	dgidb.org/results?searchType=gene&searchTerms=CYP27A1%0D%0ADCT%0D%0ADHCR7%0D%0ADHCR24%0D%0AHMGCS2%0D%0ALEP%0D%0AMC1R%0D%0AMVD%0D%0AOCA2%0D%0ASREBF1%0D%0ATYR%0D%0ATYRP1%0D%0ASLC45A2%0D%0ADHDDS%0D%0AHSD3B7
dgidb.org - GA4	01	01	2025	Singapore	dgidb.org/results?searchType=gene&searchTerms=PRDX1
dgidb.org - GA4	01	01	2025	South Korea	dgidb.org/
dgidb.org - GA4	01	01	2025	South Korea	dgidb.org/about
dgidb.org - GA4	01	01	2025	South Korea	dgidb.org/drugs/chembl:CHEMBL4297828
dgidb.org - GA4	01	01	2025	South Korea	dgidb.org/results?searchType=gene&searchTerms=CD274
dgidb.org - GA4	01	01	2025	Sweden	dgidb.org/
dgidb.org - GA4	01	01	2025	Sweden	dgidb.org/genes/hgnc:1722
dgidb.org - GA4	01	01	2025	Sweden	dgidb.org/interactions/22fe919f-7268-4d53-86f4-cad620ab99d0
dgidb.org - GA4	01	01	2025	Sweden	dgidb.org/results?searchType=gene&searchTerms=CDK1%2CKIF11%2CTOP2A
dgidb.org - GA4	01	01	2025	Switzerland	dgidb.org/drugs/PF-06823859
dgidb.org - GA4	01	01	2025	Taiwan	dgidb.org/drugs/chembl:CHEMBL5095259
dgidb.org - GA4	01	01	2025	Taiwan	dgidb.org/genes/hgnc:4079
dgidb.org - GA4	01	01	2025	Taiwan	dgidb.org/genes/hgnc:6561
dgidb.org - GA4	01	01	2025	United Kingdom	dgidb.org/
dgidb.org - GA4	01	01	2025	United Kingdom	dgidb.org/drugs/CLOMIPHENE
dgidb.org - GA4	01	01	2025	United States	dgidb.org/
dgidb.org - GA4	01	01	2025	United States	dgidb.org/downloads
dgidb.org - GA4	01	01	2025	United States	dgidb.org/drugs/DIHYDROXYBERGAMOTTIN
dgidb.org - GA4	01	01	2025	United States	dgidb.org/drugs/ncit:C527
dgidb.org - GA4	01	01	2025	United States	dgidb.org/results?searchType=drug&searchTerms=CHLORAMPHENICOL%2CPENICILLIN
dgidb.org - GA4	01	01	2025	United States	dgidb.org/results?searchType=drug&searchTerms=DOXORUBICIN+HYDROCHLORIDE%2CCYCLOPHOSPHAMIDE+ANHYDROUS
dgidb.org - GA4	01	01	2025	United States	dgidb.org/results?searchType=drug&searchTerms=Sitravatinib
dgidb.org - GA4	01	01	2025	United States	dgidb.org/results?searchType=gene&searchTerms=S100A10
dgidb.org - GA4	01	01	2026	Algeria	dgidb.org/genes/hgnc:9681
dgidb.org - GA4	01	01	2026	Argentina	dgidb.org/genes/hgnc:1258
dgidb.org - GA4	01	01	2026	Argentina	dgidb.org/genes/hgnc:4632
dgidb.org - GA4	01	01	2026	Armenia	dgidb.org/results?searchType=gene&searchTerms=RDH10_HUMAN%2CSTRA6%2CRALDH2%2CRALDH3%2CRARALPHA%2CRARGAMMA%2CRARBETA%2CCYP26A1%2CCYP26B1%2CCYP26C1%2CCYP26A2
dgidb.org - GA4	01	01	2026	Australia	dgidb.org/
dgidb.org - GA4	01	01	2026	Australia	dgidb.org/drugs/iuphar.ligand:8609
dgidb.org - GA4	01	01	2026	Australia	dgidb.org/drugs/ncit:C116066
dgidb.org - GA4	01	01	2026	Australia	dgidb.org/drugs/rxcui:1311137
dgidb.org - GA4	01	01	2026	Australia	dgidb.org/results?searchType=gene&searchTerms=ADGRF3%2C%2CAMT%2CNICN1%2CGMPPB%2CCCDC71%2CDALRD3%2CWDR6%2CP4HTM%2CKLHDC8B%2CQRICH1%2CNCKIPSD%2CGPX1%2CPRKAR2A%2CPRPF4%2CLINC00092%2CDRD2%2CCEP57%2CENSG00000242338%2CENSG00000270441
dgidb.org - GA4	01	01	2026	Australia	dgidb.org/results?searchType=gene&searchTerms=TP53
dgidb.org - GA4	01	01	2026	Bahrain	dgidb.org/drugs/rxcui:155122
dgidb.org - GA4	01	01	2026	Bangladesh	dgidb.org/drugs/iuphar.ligand:7885
dgidb.org - GA4	01	01	2026	Bangladesh	www.dgidb.org/categories_search_results?genes=LINC01599
dgidb.org - GA4	01	01	2026	Belarus	dgidb.org/drugs/chembl:CHEMBL101892
dgidb.org - GA4	01	01	2026	Brazil	dgidb.org/downloads
dgidb.org - GA4	01	01	2026	Brazil	dgidb.org/drugs/iuphar.ligand:1327
dgidb.org - GA4	01	01	2026	Brazil	dgidb.org/drugs/ncit:C804
dgidb.org - GA4	01	01	2026	Brazil	dgidb.org/genes/hgnc:1258
dgidb.org - GA4	01	01	2026	Brazil	dgidb.org/genes/hgnc:6118
dgidb.org - GA4	01	01	2026	Brazil	dgidb.org/genes/hgnc:9681
dgidb.org - GA4	01	01	2026	Brazil	www.dgidb.org/categories_search_results?genes=HOXB1
dgidb.org - GA4	01	01	2026	Brazil	www.dgidb.org/categories_search_results?genes=RASA3
dgidb.org - GA4	01	01	2026	Brazil	www.dgidb.org/drugs/chembl:CHEMBL205654
dgidb.org - GA4	01	01	2026	Brazil	www.dgidb.org/drugs/chembl:CHEMBL2108078
dgidb.org - GA4	01	01	2026	Canada	dgidb.org/
dgidb.org - GA4	01	01	2026	Canada	dgidb.org/results?searchType=gene&searchTerms=UFL1
dgidb.org - GA4	01	01	2026	China	dgidb.org/
dgidb.org - GA4	01	01	2026	China	dgidb.org/about/overview/introduction
dgidb.org - GA4	01	01	2026	China	dgidb.org/browse/categories
dgidb.org - GA4	01	01	2026	China	dgidb.org/druggable_gene_categories
dgidb.org - GA4	01	01	2026	China	dgidb.org/drugs/PARA-METHOXYAMPHETAMINE
dgidb.org - GA4	01	01	2026	China	dgidb.org/drugs/iuphar.ligand:9023
dgidb.org - GA4	01	01	2026	China	dgidb.org/drugs/ncit:C1029
dgidb.org - GA4	01	01	2026	China	dgidb.org/drugs/ncit:C171450
dgidb.org - GA4	01	01	2026	China	dgidb.org/drugs/ncit:C28178
dgidb.org - GA4	01	01	2026	China	dgidb.org/drugs/rxcui:11256
